Chrom,start,end,mid,sites,pi_H.sara,pi_H.leucadia,dxy_H.sara_H.leucadia,Fst_H.sara_H.leucadia
add,72751456,7.28E+07,3.64E+07,NA,NA,NA,NA,NA
add,72801457,7.29E+07,3.64E+07,NA,NA,NA,NA,NA
add,72851458,7.29E+07,3.65E+07,NA,NA,NA,NA,NA
add,72901459,7.30E+07,3.65E+07,NA,NA,NA,NA,NA
add,72951460,7.30E+07,3.65E+07,NA,NA,NA,NA,NA
add,73001461,7.31E+07,3.65E+07,NA,NA,NA,NA,NA
add,73051462,7.31E+07,3.66E+07,NA,NA,NA,NA,NA
add,73101463,7.32E+07,3.66E+07,NA,NA,NA,NA,NA
add,73151464,7.32E+07,3.66E+07,NA,NA,NA,NA,NA
add,73201465,7.33E+07,3.66E+07,NA,NA,NA,NA,NA
add,73251466,7.33E+07,3.67E+07,NA,NA,NA,NA,NA
add,73301467,7.34E+07,3.67E+07,NA,NA,NA,NA,NA
add,73351468,7.34E+07,3.67E+07,NA,NA,NA,NA,NA
add,73401469,7.35E+07,3.67E+07,NA,NA,NA,NA,NA
add,73451470,7.35E+07,3.68E+07,NA,NA,NA,NA,NA
add,73501471,7.36E+07,3.68E+07,NA,NA,NA,NA,NA
add,73551472,7.36E+07,3.68E+07,NA,NA,NA,NA,NA
add,73601473,7.37E+07,3.68E+07,NA,NA,NA,NA,NA
add,73651474,7.37E+07,3.69E+07,NA,NA,NA,NA,NA
add,73701475,7.38E+07,3.69E+07,NA,NA,NA,NA,NA
add,73751476,7.38E+07,3.69E+07,NA,NA,NA,NA,NA
add,73801477,7.39E+07,3.69E+07,NA,NA,NA,NA,NA
add,73851478,7.39E+07,3.70E+07,NA,NA,NA,NA,NA
add,73901479,7.40E+07,3.70E+07,NA,NA,NA,NA,NA
add,73951480,7.40E+07,3.70E+07,NA,NA,NA,NA,NA
add,74001481,7.41E+07,3.70E+07,NA,NA,NA,NA,NA
add,74051482,7.41E+07,3.71E+07,NA,NA,NA,NA,NA
add,74101483,7.42E+07,3.71E+07,NA,NA,NA,NA,NA
add,74151484,7.42E+07,3.71E+07,NA,NA,NA,NA,NA
add,74201485,7.43E+07,3.71E+07,NA,NA,NA,NA,NA
add,74251486,7.43E+07,3.72E+07,NA,NA,NA,NA,NA
add,74301487,7.44E+07,3.72E+07,NA,NA,NA,NA,NA
add,74351488,7.44E+07,3.72E+07,NA,NA,NA,NA,NA
add,74401489,7.45E+07,3.72E+07,NA,NA,NA,NA,NA
add,74451490,7.45E+07,3.73E+07,NA,NA,NA,NA,NA
add,74501491,7.46E+07,3.73E+07,NA,NA,NA,NA,NA
add,74551492,7.46E+07,3.73E+07,NA,NA,NA,NA,NA
add,74601493,7.47E+07,3.73E+07,NA,NA,NA,NA,NA
add,74651494,7.47E+07,3.74E+07,NA,NA,NA,NA,NA
Chrom5,74701495,7.48E+07,3.74E+07,36316,0.0064,0.003,0.0245,0.1966
Chrom5,74751496,7.48E+07,3.74E+07,36525,0.009,0.0048,0.0267,0.1475
Chrom5,74801497,7.49E+07,3.74E+07,37829,0.0107,0.0054,0.0294,0.1357
Chrom5,74851498,7.49E+07,3.75E+07,35766,0.0144,0.0056,0.0299,0.0995
Chrom5,74901499,7.50E+07,3.75E+07,35957,0.0162,0.0062,0.0241,0.0595
Chrom5,74951500,7.50E+07,3.75E+07,38692,0.0136,0.0064,0.0281,0.0957
Chrom5,75001501,7.51E+07,3.75E+07,35454,0.0169,0.0046,0.0267,0.0704
Chrom5,75051502,7.51E+07,3.76E+07,36919,0.0161,0.0068,0.0244,0.0605
Chrom5,75101503,7.52E+07,3.76E+07,36703,0.0183,0.0061,0.0284,0.0659
Chrom5,75151504,7.52E+07,3.76E+07,38336,0.0159,0.007,0.0253,0.0643
Chrom5,75201505,7.53E+07,3.76E+07,32704,0.0132,0.0063,0.0185,0.0505
Chrom5,75251506,7.53E+07,3.77E+07,36501,0.0176,0.0076,0.0244,0.0507
Chrom5,75301507,7.54E+07,3.77E+07,38448,0.0151,0.0067,0.0205,0.0478
Chrom5,75351508,7.54E+07,3.77E+07,33424,0.0157,0.0064,0.0205,0.0454
Chrom5,75401509,7.55E+07,3.77E+07,37011,0.0168,0.0081,0.0253,0.0569
Chrom5,75451510,7.55E+07,3.78E+07,39728,0.0171,0.0055,0.0274,0.0695
Chrom5,75501511,7.56E+07,3.78E+07,38139,0.0122,0.0041,0.0198,0.0706
Chrom5,75551512,7.56E+07,3.78E+07,38815,0.0117,0.0041,0.018,0.0641
Chrom5,75601513,7.57E+07,3.78E+07,35678,0.0115,0.0054,0.0149,0.043
Chrom5,75651514,7.57E+07,3.79E+07,39836,0.0137,0.004,0.021,0.0663
Chrom5,75701515,7.58E+07,3.79E+07,38682,0.0192,0.0058,0.0234,0.0434
Chrom5,75751516,7.58E+07,3.79E+07,33660,0.0178,0.0062,0.0263,0.06
Chrom5,75801517,7.59E+07,3.79E+07,31701,0.0206,0.0099,0.0289,0.0496
Chrom5,75851518,7.59E+07,3.80E+07,35625,0.0198,0.0102,0.0251,0.0389
Chrom5,75901519,7.60E+07,3.80E+07,28336,0.02,0.0077,0.0268,0.0488
Chrom5,75951520,7.60E+07,3.80E+07,31247,0.0202,0.0091,0.0263,0.0439
Chrom5,76001521,7.61E+07,3.80E+07,39321,0.0133,0.0067,0.0221,0.0671
Chrom5,76051522,7.61E+07,3.81E+07,36190,0.014,0.0062,0.0193,0.0499
Chrom5,76101523,7.62E+07,3.81E+07,36463,0.0163,0.0082,0.0262,0.0633
Chrom5,76151524,7.62E+07,3.81E+07,33304,0.0167,0.0082,0.023,0.0481
Chrom5,76201525,7.63E+07,3.81E+07,35643,0.0181,0.0067,0.0228,0.0437
Chrom5,76251526,7.63E+07,3.82E+07,38831,0.0168,0.0057,0.024,0.0568
Chrom5,76301527,7.64E+07,3.82E+07,27275,0.0219,0.0076,0.0293,0.0505
Chrom5,76351528,7.64E+07,3.82E+07,19628,0.0199,0.0089,0.0247,0.0392
Chrom5,76401529,7.65E+07,3.82E+07,36243,0.0189,0.0063,0.0269,0.0572
Chrom5,76451530,7.65E+07,3.83E+07,32053,0.0194,0.0105,0.0264,0.0443
Chrom5,76501531,7.66E+07,3.83E+07,36332,0.0196,0.008,0.0268,0.0501
Chrom5,76551532,7.66E+07,3.83E+07,37920,0.0186,0.0071,0.0239,0.045
Chrom5,76601533,7.67E+07,3.83E+07,37386,0.0172,0.0076,0.0221,0.0429
Chrom5,76651534,7.67E+07,3.84E+07,37841,0.0143,0.0057,0.022,0.0628
Chrom5,76701535,7.68E+07,3.84E+07,37809,0.0131,0.0054,0.0171,0.0458
Chrom5,76751536,7.68E+07,3.84E+07,35391,0.0145,0.0041,0.022,0.0654
Chrom5,76801537,7.69E+07,3.84E+07,34797,0.0177,0.0064,0.0235,0.0492
Chrom5,76851538,7.69E+07,3.85E+07,38412,0.0172,0.0051,0.0247,0.0588
Chrom5,76901539,7.70E+07,3.85E+07,37460,0.0168,0.0053,0.0233,0.0547
Chrom5,76951540,7.70E+07,3.85E+07,34067,0.0151,0.005,0.0196,0.0479
Chrom5,77001541,7.71E+07,3.85E+07,31971,0.0178,0.0059,0.0207,0.0381
Chrom5,77051542,7.71E+07,3.86E+07,36598,0.0171,0.0082,0.0206,0.0356
Chrom5,77101543,7.72E+07,3.86E+07,32676,0.0171,0.0061,0.0213,0.0431
Chrom5,77151544,7.72E+07,3.86E+07,35581,0.018,0.0069,0.0253,0.0537
Chrom5,77201545,7.73E+07,3.86E+07,35803,0.0151,0.0067,0.0206,0.0487
Chrom5,77251546,7.73E+07,3.87E+07,38300,0.0181,0.0085,0.0232,0.0415
Chrom5,77301547,7.74E+07,3.87E+07,37168,0.0133,0.0059,0.0218,0.0676
Chrom5,77351548,7.74E+07,3.87E+07,37483,0.0146,0.0062,0.0193,0.0462
Chrom5,77401549,7.75E+07,3.87E+07,35906,0.0169,0.0081,0.0226,0.0448
Chrom5,77451550,7.75E+07,3.88E+07,35306,0.0199,0.0076,0.0271,0.0507
Chrom5,77501551,7.76E+07,3.88E+07,30915,0.0213,0.0075,0.0269,0.0445
Chrom5,77551552,7.76E+07,3.88E+07,30379,0.0224,0.0081,0.0267,0.0394
Chrom5,77601553,7.77E+07,3.88E+07,31731,0.0215,0.0086,0.0264,0.0402
Chrom5,77651554,7.77E+07,3.89E+07,28725,0.0241,0.0073,0.0291,0.0424
Chrom5,77701555,7.78E+07,3.89E+07,33488,0.019,0.0068,0.0238,0.044
Chrom5,77751556,7.78E+07,3.89E+07,37615,0.0166,0.007,0.0207,0.041
Chrom5,77801557,7.79E+07,3.89E+07,31465,0.0181,0.0081,0.0243,0.0468
Chrom5,77851558,7.79E+07,3.90E+07,32889,0.0146,0.0052,0.0201,0.0526
Chrom5,77901559,7.80E+07,3.90E+07,34651,0.0173,0.0049,0.0217,0.0465
Chrom5,77951560,7.80E+07,3.90E+07,39569,0.0144,0.0061,0.0213,0.0573
Chrom5,78001561,7.81E+07,3.90E+07,39181,0.013,0.0047,0.0204,0.0663
Chrom5,78051562,7.81E+07,3.91E+07,39088,0.0161,0.0053,0.02,0.044
Chrom5,78101563,7.82E+07,3.91E+07,35173,0.0152,0.0056,0.0222,0.0581
Chrom5,78151564,7.82E+07,3.91E+07,31439,0.0202,0.0076,0.0259,0.0452
Chrom5,78201565,7.83E+07,3.91E+07,34495,0.02,0.0074,0.0228,0.0349
Chrom5,78251566,7.83E+07,3.92E+07,29776,0.0215,0.0114,0.0271,0.0376
Chrom5,78301567,7.84E+07,3.92E+07,35045,0.0217,0.007,0.0269,0.0444
Chrom5,78351568,7.84E+07,3.92E+07,35353,0.0209,0.006,0.0253,0.0432
Chrom5,78401569,7.85E+07,3.92E+07,32884,0.022,0.0082,0.0272,0.0421
Chrom5,78451570,7.85E+07,3.93E+07,28772,0.021,0.0116,0.0244,0.0296
Chrom5,78501571,7.86E+07,3.93E+07,36308,0.02,0.007,0.0251,0.0438
Chrom5,78551572,7.86E+07,3.93E+07,37086,0.018,0.007,0.0221,0.0408
Chrom5,78601573,7.87E+07,3.93E+07,33847,0.0213,0.0083,0.0269,0.0434
Chrom5,78651574,7.87E+07,3.94E+07,32830,0.0224,0.0081,0.0285,0.0449
Chrom5,78701575,7.88E+07,3.94E+07,32705,0.0229,0.0082,0.0322,0.0549
Chrom5,78751576,7.88E+07,3.94E+07,35003,0.0211,0.0075,0.0262,0.0433
Chrom5,78801577,7.89E+07,3.94E+07,39909,0.0143,0.0066,0.019,0.0455
Chrom5,78851578,7.89E+07,3.95E+07,35700,0.0171,0.0073,0.0222,0.044
Chrom5,78901579,7.90E+07,3.95E+07,37259,0.0153,0.0066,0.0198,0.0436
Chrom5,78951580,7.90E+07,3.95E+07,32631,0.0176,0.008,0.0216,0.0379
Chrom5,79001581,7.91E+07,3.95E+07,39049,0.0164,0.0068,0.0219,0.0475
Chrom5,79051582,7.91E+07,3.96E+07,37956,0.0147,0.0066,0.0192,0.0442
Chrom5,79101583,7.92E+07,3.96E+07,35891,0.0161,0.0062,0.0206,0.0445
Chrom5,79151584,7.92E+07,3.96E+07,35443,0.0184,0.0066,0.0232,0.0439
Chrom5,79201585,7.93E+07,3.96E+07,32121,0.0212,0.0089,0.0257,0.0384
Chrom5,79251586,7.93E+07,3.97E+07,36898,0.0206,0.0066,0.0249,0.042
Chrom5,79301587,7.94E+07,3.97E+07,33554,0.0221,0.0077,0.0259,0.0382
Chrom5,79351588,7.94E+07,3.97E+07,36161,0.0203,0.0072,0.0255,0.0442
Chrom5,79401589,7.95E+07,3.97E+07,35238,0.0182,0.0069,0.0263,0.0568
Chrom5,79451590,7.95E+07,3.98E+07,36528,0.0188,0.0057,0.0249,0.0508
Chrom5,79501591,7.96E+07,3.98E+07,34048,0.0194,0.0075,0.0248,0.0444
Chrom5,79551592,7.96E+07,3.98E+07,32461,0.0181,0.0072,0.0233,0.0446
Chrom5,79601593,7.97E+07,3.98E+07,37275,0.0171,0.0063,0.023,0.0502
Chrom5,79651594,7.97E+07,3.99E+07,37926,0.0198,0.006,0.0247,0.0454
Chrom5,79701595,7.98E+07,3.99E+07,33254,0.0185,0.0081,0.0237,0.0427
Chrom5,79751596,7.98E+07,3.99E+07,36403,0.0184,0.0063,0.0247,0.051
Chrom5,79801597,7.99E+07,3.99E+07,32323,0.0211,0.0075,0.0258,0.0413
Chrom5,79851598,7.99E+07,4.00E+07,24229,0.0183,0.007,0.0227,0.0422
Chrom5,79901599,8.00E+07,4.00E+07,38414,0.0194,0.0088,0.024,0.0388
Chrom5,79951600,8.00E+07,4.00E+07,37465,0.0193,0.0093,0.0232,0.0353
Chrom5,80001601,8.01E+07,4.00E+07,35029,0.02,0.0065,0.0251,0.0447
Chrom5,80051602,8.01E+07,4.01E+07,33370,0.0181,0.0067,0.0247,0.0515
Chrom5,80101603,8.02E+07,4.01E+07,27514,0.0223,0.0109,0.0272,0.0361
Chrom5,80151604,8.02E+07,4.01E+07,29632,0.0207,0.0075,0.0257,0.0424
Chrom5,80201605,8.03E+07,4.01E+07,32209,0.0166,0.0053,0.0235,0.0564
Chrom5,80251606,8.03E+07,4.02E+07,35753,0.0141,0.0048,0.0195,0.0535
Chrom5,80301607,8.04E+07,4.02E+07,37843,0.0179,0.0065,0.0239,0.0496
Chrom5,80351608,8.04E+07,4.02E+07,39972,0.0142,0.0048,0.0203,0.057
Chrom5,80401609,8.05E+07,4.02E+07,37027,0.0184,0.0095,0.0248,0.0449
Chrom5,80451610,8.05E+07,4.03E+07,34375,0.0179,0.0099,0.0222,0.0354
Chrom5,80501611,8.06E+07,4.03E+07,38139,0.0168,0.0076,0.0207,0.039
Chrom5,80551612,8.06E+07,4.03E+07,37726,0.0161,0.0043,0.0215,0.0535
Chrom5,80601613,8.07E+07,4.03E+07,39522,0.0165,0.0055,0.0221,0.0507
Chrom5,80651614,8.07E+07,4.04E+07,34799,0.0152,0.0063,0.0201,0.0468
Chrom5,80701615,8.08E+07,4.04E+07,26274,0.0189,0.0076,0.0245,0.0449
Chrom5,80751616,8.08E+07,4.04E+07,39152,0.0172,0.0056,0.0232,0.0516
Chrom5,80801617,8.09E+07,4.04E+07,30971,0.0202,0.0098,0.0244,0.0355
Chrom5,80851618,8.09E+07,4.05E+07,33587,0.0192,0.0069,0.0235,0.0413
Chrom5,80901619,8.10E+07,4.05E+07,28284,0.0197,0.0063,0.0247,0.045
Chrom5,80951620,8.10E+07,4.05E+07,34739,0.0206,0.0069,0.0254,0.043
Chrom5,81001621,8.11E+07,4.05E+07,34446,0.0204,0.0055,0.0282,0.0565
Chrom5,81051622,8.11E+07,4.06E+07,22881,0.0223,0.0072,0.0315,0.0566
Chrom5,81101623,8.12E+07,4.06E+07,28366,0.0159,0.005,0.0207,0.0486
Chrom5,81151624,8.12E+07,4.06E+07,38781,0.0142,0.0041,0.0181,0.048
Chrom5,81201625,8.13E+07,4.06E+07,38358,0.0166,0.0063,0.0214,0.0458
Chrom5,81251626,8.13E+07,4.07E+07,37690,0.0145,0.0056,0.0189,0.0465
Chrom5,81301627,8.14E+07,4.07E+07,37131,0.017,0.0068,0.0207,0.0396
Chrom5,81351628,8.14E+07,4.07E+07,30365,0.0195,0.0086,0.0264,0.0479
Chrom5,81401629,8.15E+07,4.07E+07,36454,0.0117,0.0053,0.0188,0.0651
Chrom5,81451630,8.15E+07,4.08E+07,36267,0.0122,0.0063,0.0251,0.0927
Chrom5,81501631,8.16E+07,4.08E+07,39125,0.0159,0.0042,0.0211,0.0526
Chrom5,81551632,8.16E+07,4.08E+07,38989,0.0157,0.0068,0.0197,0.041
Chrom5,81601633,8.17E+07,4.08E+07,37725,0.0151,0.0061,0.0195,0.0448
Chrom5,81651634,8.17E+07,4.09E+07,38763,0.0156,0.0062,0.0196,0.0424
Chrom5,81701635,8.18E+07,4.09E+07,37101,0.0144,0.0043,0.0186,0.0488
Chrom5,81751636,8.18E+07,4.09E+07,31342,0.0177,0.0059,0.0211,0.0405
Chrom5,81801637,8.19E+07,4.09E+07,38582,0.0174,0.008,0.0216,0.0392
Chrom5,81851638,8.19E+07,4.10E+07,40224,0.0149,0.0048,0.0188,0.0462
Chrom5,81901639,8.20E+07,4.10E+07,38907,0.0155,0.0057,0.0191,0.0417
Chrom5,81951640,8.20E+07,4.10E+07,39307,0.0167,0.0046,0.0207,0.0461
Chrom5,82001641,8.21E+07,4.10E+07,39151,0.0149,0.0056,0.0191,0.0451
Chrom5,82051642,8.21E+07,4.11E+07,32330,0.0167,0.0064,0.0213,0.0443
Chrom5,82101643,8.22E+07,4.11E+07,33651,0.0178,0.007,0.0218,0.0403
Chrom5,82151644,8.22E+07,4.11E+07,36486,0.0186,0.0077,0.0222,0.0372
Chrom5,82201645,8.23E+07,4.11E+07,37882,0.0163,0.0064,0.0203,0.0417
Chrom5,82251646,8.23E+07,4.12E+07,39272,0.016,0.0053,0.0188,0.0392
Chrom5,82301647,8.24E+07,4.12E+07,34924,0.0164,0.0057,0.0204,0.043
Chrom5,82351648,8.24E+07,4.12E+07,35383,0.0192,0.0082,0.0233,0.0381
Chrom5,82401649,8.25E+07,4.12E+07,38580,0.0174,0.0069,0.0211,0.0391
Chrom5,82451650,8.25E+07,4.13E+07,31311,0.0197,0.0068,0.0248,0.0446
Chrom5,82501651,8.26E+07,4.13E+07,37822,0.0139,0.0082,0.0209,0.0527
Chrom5,82551652,8.26E+07,4.13E+07,38988,0.0178,0.0059,0.0229,0.047
Chrom5,82601653,8.27E+07,4.13E+07,38555,0.0171,0.0056,0.0223,0.0484
Chrom5,82651654,8.27E+07,4.14E+07,34463,0.0114,0.0061,0.0164,0.0506
Chrom5,82701655,8.28E+07,4.14E+07,16254,0.0103,0.0097,0.0171,0.0508
Chrom5,82751656,8.28E+07,4.14E+07,19171,0.0117,0.0077,0.0181,0.0537
Chrom5,82801657,8.29E+07,4.14E+07,35273,0.0082,0.0043,0.0162,0.0868
Chrom5,82851658,8.29E+07,4.15E+07,39502,0.0137,0.0068,0.0196,0.0515
Chrom5,82901659,8.30E+07,4.15E+07,38788,0.0145,0.0071,0.0188,0.0421
Chrom5,82951660,8.30E+07,4.15E+07,39234,0.0162,0.0055,0.0216,0.0502
Chrom5,83001661,8.31E+07,4.15E+07,35374,0.0168,0.0089,0.0217,0.0398
Chrom5,83051662,8.31E+07,4.16E+07,35332,0.0212,0.0083,0.026,0.0405
Chrom5,83101663,8.32E+07,4.16E+07,34091,0.0192,0.0101,0.0237,0.0359
Chrom5,83151664,8.32E+07,4.16E+07,27602,0.0198,0.0071,0.0258,0.0474
Chrom5,83201665,8.33E+07,4.16E+07,30057,0.0187,0.0078,0.0228,0.0392
Chrom5,83251666,8.33E+07,4.17E+07,37270,0.015,0.0067,0.0187,0.0399
Chrom5,83301667,8.34E+07,4.17E+07,34367,0.0167,0.0074,0.0213,0.0419
Chrom5,83351668,8.34E+07,4.17E+07,38521,0.0138,0.0047,0.0174,0.0452
Chrom5,83401669,8.35E+07,4.17E+07,39501,0.0091,0.0044,0.0148,0.0656
Chrom5,83451670,8.35E+07,4.18E+07,39886,0.0151,0.0053,0.0206,0.0521
Chrom5,83501671,8.36E+07,4.18E+07,36463,0.0141,0.0063,0.0167,0.0351
Chrom5,83551672,8.36E+07,4.18E+07,38790,0.0129,0.0049,0.0178,0.052
Chrom5,83601673,8.37E+07,4.18E+07,38791,0.0155,0.0069,0.0211,0.0481
Chrom5,83651674,8.37E+07,4.19E+07,36003,0.0175,0.0073,0.0214,0.0392
Chrom5,83701675,8.38E+07,4.19E+07,37814,0.0171,0.0063,0.0191,0.0334
Chrom5,83751676,8.38E+07,4.19E+07,38526,0.0187,0.0068,0.0222,0.0384
Chrom5,83801677,8.39E+07,4.19E+07,36491,0.0214,0.008,0.0251,0.0372
Chrom5,83851678,8.39E+07,4.20E+07,39115,0.0176,0.0087,0.0221,0.0392
Chrom5,83901679,8.40E+07,4.20E+07,29573,0.0183,0.0072,0.0239,0.0458
Chrom5,83951680,8.40E+07,4.20E+07,31977,0.0196,0.0069,0.0245,0.0441
Chrom5,84001681,8.41E+07,4.20E+07,33820,0.0195,0.0072,0.0243,0.0426
Chrom5,84051682,8.41E+07,4.21E+07,33260,0.0229,0.0093,0.0276,0.0385
Chrom5,84101683,8.42E+07,4.21E+07,31441,0.0223,0.0107,0.0293,0.0433
Chrom5,84151684,8.42E+07,4.21E+07,24643,0.0221,0.0086,0.0287,0.0458
Chrom5,84201685,8.43E+07,4.21E+07,27810,0.0222,0.0073,0.028,0.0457
Chrom5,84251686,8.43E+07,4.22E+07,32484,0.0235,0.0093,0.0296,0.0429
Chrom5,84301687,8.44E+07,4.22E+07,32568,0.0242,0.0103,0.0292,0.0379
Chrom5,84351688,8.44E+07,4.22E+07,35867,0.0154,0.0062,0.0218,0.0538
Chrom5,84401689,8.45E+07,4.22E+07,38027,0.0181,0.0103,0.0228,0.0361
Chrom5,84451690,8.45E+07,4.23E+07,36819,0.0182,0.0078,0.0227,0.0406
Chrom5,84501691,8.46E+07,4.23E+07,36971,0.0184,0.0074,0.0224,0.0393
Chrom5,84551692,8.46E+07,4.23E+07,37419,0.0168,0.004,0.0234,0.0581
Chrom5,84601693,8.47E+07,4.23E+07,34259,0.0161,0.007,0.0195,0.0379
Chrom5,84651694,8.47E+07,4.24E+07,36218,0.0206,0.0107,0.0253,0.0358
Chrom5,84701695,8.48E+07,4.24E+07,35621,0.0198,0.0094,0.0245,0.0383
Chrom5,84751696,8.48E+07,4.24E+07,34537,0.019,0.0068,0.0247,0.0473
Chrom5,84801697,8.49E+07,4.24E+07,31154,0.0201,0.0119,0.0266,0.0398
Chrom5,84851698,8.49E+07,4.25E+07,31751,0.021,0.0096,0.025,0.0354
Chrom5,84901699,8.50E+07,4.25E+07,38728,0.0175,0.0053,0.0219,0.0454
Chrom5,84951700,8.50E+07,4.25E+07,36972,0.0168,0.0056,0.0208,0.0439
Chrom5,85001701,8.51E+07,4.25E+07,36561,0.0157,0.0047,0.0219,0.0563
Chrom5,85051702,8.51E+07,4.26E+07,37456,0.0179,0.0072,0.0226,0.0429
Chrom5,85101703,8.52E+07,4.26E+07,35139,0.0177,0.0053,0.0217,0.0442
Chrom5,85151704,8.52E+07,4.26E+07,37152,0.0166,0.0045,0.0249,0.0646
Chrom5,85201705,8.53E+07,4.26E+07,36911,0.0171,0.0076,0.0223,0.0438
Chrom5,85251706,8.53E+07,4.27E+07,28931,0.02,0.0075,0.0255,0.0447
Chrom5,85301707,8.54E+07,4.27E+07,38219,0.0195,0.007,0.0243,0.0434
Chrom5,85351708,8.54E+07,4.27E+07,33384,0.0199,0.0072,0.0244,0.0415
Chrom5,85401709,8.55E+07,4.27E+07,37383,0.0203,0.0102,0.0257,0.0393
Chrom5,85451710,8.55E+07,4.28E+07,35473,0.0208,0.009,0.0246,0.0356
Chrom5,85501711,8.56E+07,4.28E+07,35438,0.0222,0.0104,0.028,0.0403
Chrom5,85551712,8.56E+07,4.28E+07,31702,0.0201,0.0079,0.0259,0.0452
Chrom5,85601713,8.57E+07,4.28E+07,32043,0.0221,0.0084,0.0279,0.0435
Chrom5,85651714,8.57E+07,4.29E+07,34779,0.0209,0.009,0.0276,0.046
Chrom5,85701715,8.58E+07,4.29E+07,33842,0.0207,0.0088,0.0279,0.0481
Chrom5,85751716,8.58E+07,4.29E+07,28343,0.0194,0.0063,0.0231,0.0404
Chrom5,85801717,8.59E+07,4.29E+07,31329,0.0206,0.0068,0.0276,0.0508
Chrom5,85851718,8.59E+07,4.30E+07,36277,0.0209,0.0083,0.0285,0.0502
Chrom5,85901719,8.60E+07,4.30E+07,37307,0.0139,0.0057,0.0204,0.0573
Chrom5,85951720,8.60E+07,4.30E+07,34129,0.0128,0.0051,0.0191,0.0592
Chrom5,86001721,8.61E+07,4.30E+07,32160,0.0185,0.0072,0.0248,0.0487
Chrom5,86051722,8.61E+07,4.31E+07,37819,0.0155,0.0048,0.0243,0.0677
Chrom5,86101723,8.62E+07,4.31E+07,37680,0.018,0.0075,0.0234,0.0449
Chrom5,86151724,8.62E+07,4.31E+07,38120,0.0156,0.0079,0.0221,0.0499
Chrom5,86201725,8.63E+07,4.31E+07,34182,0.0194,0.0077,0.0243,0.042
Chrom5,86251726,8.63E+07,4.32E+07,37475,0.0173,0.0075,0.0231,0.0469
Chrom5,86301727,8.64E+07,4.32E+07,34805,0.0183,0.0096,0.0237,0.0406
Chrom5,86351728,8.64E+07,4.32E+07,36184,0.0201,0.009,0.0265,0.0449
Chrom5,86401729,8.65E+07,4.32E+07,34892,0.0189,0.0069,0.0246,0.047
Chrom5,86451730,8.65E+07,4.33E+07,37712,0.0197,0.008,0.0282,0.0547
Chrom5,86501731,8.66E+07,4.33E+07,38381,0.0185,0.0071,0.0255,0.0517
Chrom5,86551732,8.66E+07,4.33E+07,39538,0.0158,0.005,0.026,0.0734
Chrom5,86601733,8.67E+07,4.33E+07,33161,0.0189,0.0049,0.0241,0.049
Chrom5,86651734,8.67E+07,4.34E+07,21957,0.0173,0.0071,0.027,0.0635
Chrom5,86701735,8.68E+07,4.34E+07,38351,0.0178,0.0061,0.0239,0.0505
Chrom5,86751736,8.68E+07,4.34E+07,30461,0.0155,0.0057,0.0257,0.0722
Chrom5,86801737,8.69E+07,4.34E+07,37375,0.0122,0.0066,0.0237,0.0847
Chrom5,86851738,8.69E+07,4.35E+07,31025,0.0087,0.0056,0.0249,0.1391
add,86901739,8.70E+07,4.35E+07,NA,NA,NA,NA,NA
add,86951740,8.70E+07,4.35E+07,NA,NA,NA,NA,NA
add,87001741,8.71E+07,4.35E+07,NA,NA,NA,NA,NA
add,87051742,8.71E+07,4.36E+07,NA,NA,NA,NA,NA
add,87101743,8.72E+07,4.36E+07,NA,NA,NA,NA,NA
add,87151744,8.72E+07,4.36E+07,NA,NA,NA,NA,NA
add,87201745,8.73E+07,4.36E+07,NA,NA,NA,NA,NA
add,87251746,8.73E+07,4.37E+07,NA,NA,NA,NA,NA
add,87301747,8.74E+07,4.37E+07,NA,NA,NA,NA,NA
add,87351748,8.74E+07,4.37E+07,NA,NA,NA,NA,NA
add,87401749,8.75E+07,4.37E+07,NA,NA,NA,NA,NA
add,87451750,8.75E+07,4.38E+07,NA,NA,NA,NA,NA
add,87501751,8.76E+07,4.38E+07,NA,NA,NA,NA,NA
add,87551752,8.76E+07,4.38E+07,NA,NA,NA,NA,NA
add,87601753,8.77E+07,4.38E+07,NA,NA,NA,NA,NA
add,87651754,8.77E+07,4.39E+07,NA,NA,NA,NA,NA
add,87701755,8.78E+07,4.39E+07,NA,NA,NA,NA,NA
add,87751756,8.78E+07,4.39E+07,NA,NA,NA,NA,NA
add,87801757,8.79E+07,4.39E+07,NA,NA,NA,NA,NA
add,87851758,8.79E+07,4.40E+07,NA,NA,NA,NA,NA
add,87901759,8.80E+07,4.40E+07,NA,NA,NA,NA,NA
add,87951760,8.80E+07,4.40E+07,NA,NA,NA,NA,NA
add,88001761,8.81E+07,4.40E+07,NA,NA,NA,NA,NA
add,88051762,8.81E+07,4.41E+07,NA,NA,NA,NA,NA
add,88101763,8.82E+07,4.41E+07,NA,NA,NA,NA,NA
add,88151764,8.82E+07,4.41E+07,NA,NA,NA,NA,NA
add,88201765,8.83E+07,4.41E+07,NA,NA,NA,NA,NA
add,88251766,8.83E+07,4.42E+07,NA,NA,NA,NA,NA
add,88301767,8.84E+07,4.42E+07,NA,NA,NA,NA,NA
add,88351768,8.84E+07,4.42E+07,NA,NA,NA,NA,NA
add,88401769,8.85E+07,4.42E+07,NA,NA,NA,NA,NA
add,88451770,8.85E+07,4.43E+07,NA,NA,NA,NA,NA
add,88501771,8.86E+07,4.43E+07,NA,NA,NA,NA,NA
