Chrom,start,end,mid,sites,pi_H.ant.Andes,pi_H.ant.Amaz,dxy_H.ant.Andes_H.ant.Amaz,Fst_H.ant.Andes_H.ant.Amaz
Chrom6,99901998,99951998,49975999,31244,0.0062,0.0066,0.0068,0.0329
Chrom6,99951999,100001999,50000999.5,38820,0.0052,0.0079,0.0072,0.045
Chrom6,100002000,100052000,50026000,39040,0.0058,0.0069,0.0073,0.0727
Chrom6,100052001,100102001,50051000.5,35457,0.0059,0.006,0.0065,0.0417
Chrom6,100102002,100152002,50076001,38194,0.0082,0.0085,0.0088,0.0273
Chrom6,100152003,100202003,50101001.5,33975,0.0062,0.0073,0.0074,0.049
Chrom6,100202004,100252004,50126002,30674,0.0052,0.0074,0.0072,0.0652
Chrom6,100252005,100302005,50151002.5,28039,0.0056,0.0068,0.0071,0.0664
Chrom6,100302006,100352006,50176003,39294,0.0065,0.0076,0.008,0.0659
Chrom6,100352007,100402007,50201003.5,35546,0.0065,0.0079,0.0082,0.0659
Chrom6,100402008,100452008,50226004,39152,0.0042,0.0066,0.0066,0.0997
Chrom6,100452009,100502009,50251004.5,35707,0.0033,0.0066,0.0065,0.1436
Chrom6,100502010,100552010,50276005,33764,0.0044,0.0062,0.0062,0.0832
Chrom6,100552011,100602011,50301005.5,31015,0.0065,0.0082,0.0087,0.0835
Chrom6,100602012,100652012,50326006,35550,0.0036,0.0077,0.0079,0.1798
Chrom6,100652013,100702013,50351006.5,20422,0.0064,0.0094,0.0092,0.0795
Chrom6,100702014,100752014,50376007,37972,0.0061,0.0085,0.0081,0.0555
Chrom6,100752015,100802015,50401007.5,34001,0.0062,0.0071,0.0071,0.0333
Chrom6,100802016,100852016,50426008,39871,0.005,0.0064,0.0064,0.0617
Chrom6,100852017,100902017,50451008.5,33488,0.0058,0.007,0.0069,0.0423
Chrom6,100902018,100952018,50476009,30710,0.0072,0.0075,0.008,0.046
Chrom6,100952019,101002019,50501009.5,38353,0.0061,0.0066,0.0068,0.0345
Chrom6,101002020,101052020,50526010,36250,0.0071,0.0081,0.0085,0.0587
Chrom6,101052021,101102021,50551010.5,37231,0.0054,0.006,0.0066,0.0776
Chrom6,101102022,101152022,50576011,38028,0.0048,0.0061,0.0069,0.1191
Chrom6,101152023,101202023,50601011.5,32164,0.0054,0.0076,0.0077,0.0853
Chrom6,101202024,101252024,50626012,38361,0.0047,0.0071,0.0068,0.0702
Chrom6,101252025,101302025,50651012.5,37569,0.0061,0.0078,0.008,0.0695
Chrom6,101302026,101352026,50676013,37171,0.0071,0.009,0.0092,0.0668
Chrom6,101352027,101402027,50701013.5,37930,0.0072,0.0088,0.0091,0.0675
Chrom6,101402028,101452028,50726014,35802,0.0054,0.0077,0.0081,0.1112
Chrom6,101452029,101502029,50751014.5,25644,0.0039,0.0051,0.0064,0.177
Chrom6,101502030,101552030,50776015,31876,0.0041,0.0077,0.0086,0.1922
Chrom6,101552031,101602031,50801015.5,33187,0.005,0.006,0.0064,0.0699
Chrom6,101602032,101652032,50826016,40486,0.0052,0.0066,0.0066,0.0596
Chrom6,101652033,101702033,50851016.5,37210,0.0035,0.0066,0.006,0.0868
Chrom6,101702034,101752034,50876017,34477,0.0056,0.0065,0.0068,0.0605
Chrom6,101752035,101802035,50901017.5,35307,0.0042,0.0067,0.0063,0.0765
Chrom6,101802036,101852036,50926018,40736,0.0041,0.0057,0.0062,0.1263
Chrom6,101852037,101902037,50951018.5,39317,0.0042,0.0056,0.0057,0.0808
Chrom6,101902038,101952038,50976019,41386,0.0031,0.0056,0.0052,0.0903
Chrom6,101952039,102002039,51001019.5,34628,0.0051,0.0071,0.007,0.0647
Chrom6,102002040,102052040,51026020,29594,0.0068,0.0071,0.0073,0.0268
Chrom6,102052041,102102041,51051020.5,31993,0.0076,0.0091,0.009,0.0396
Chrom6,102102042,102152042,51076021,37019,0.0091,0.0097,0.01,0.0314
Chrom6,102152043,102202043,51101021.5,28094,0.0082,0.0093,0.0092,0.0253
Chrom6,102202044,102252044,51126022,27964,0.0071,0.0093,0.0094,0.068
Chrom6,102252045,102302045,51151022.5,31979,0.0083,0.0101,0.0102,0.0522
Chrom6,102302046,102352046,51176023,38138,0.0072,0.0093,0.0094,0.0706
Chrom6,102352047,102402047,51201023.5,37936,0.0074,0.0081,0.0086,0.0542
Chrom6,102402048,102452048,51226024,27206,0.0064,0.0075,0.0073,0.0252
Chrom6,102452049,102502049,51251024.5,30492,0.0056,0.0057,0.0063,0.0544
Chrom6,102502050,102552050,51276025,29524,0.0076,0.0078,0.0093,0.0968
Chrom6,102552051,102602051,51301025.5,41964,0.0038,0.0051,0.005,0.0664
Chrom6,102602052,102652052,51326026,38850,0.0053,0.0072,0.0076,0.1018
Chrom6,102652053,102702053,51351026.5,35125,0.0057,0.0072,0.0071,0.0493
Chrom6,102702054,102752054,51376027,35862,0.0066,0.0077,0.0077,0.0369
Chrom6,102752055,102802055,51401027.5,35765,0.0069,0.0077,0.0081,0.0521
Chrom6,102802056,102852056,51426028,31674,0.0073,0.0089,0.0089,0.0475
Chrom6,102852057,102902057,51451028.5,38494,0.0061,0.0075,0.0076,0.0589
Chrom6,102902058,102952058,51476029,32225,0.0056,0.0073,0.0073,0.0699
Chrom6,102952059,103002059,51501029.5,26673,0.0067,0.0079,0.0082,0.0558
Chrom6,103002060,103052060,51526030,29229,0.0066,0.0089,0.0087,0.0611
Chrom6,103052061,103102061,51551030.5,29916,0.0085,0.009,0.0096,0.0496
Chrom6,103102062,103152062,51576031,26774,0.0073,0.0097,0.0102,0.0913
Chrom6,103152063,103202063,51601031.5,28857,0.0066,0.0083,0.0089,0.0893
Chrom6,103202064,103252064,51626032,33845,0.0065,0.0081,0.0083,0.0664
Chrom6,103252065,103302065,51651032.5,34695,0.0062,0.0078,0.0081,0.0771
Chrom6,103302066,103352066,51676033,35159,0.0062,0.0082,0.0089,0.1066
Chrom6,103352067,103402067,51701033.5,34876,0.0081,0.0101,0.0102,0.0583
Chrom6,103402068,103452068,51726034,36283,0.0063,0.0095,0.0098,0.1142
Chrom6,103452069,103502069,51751034.5,33208,0.0079,0.0107,0.0116,0.1137
Chrom6,103502070,103552070,51776035,32378,0.0055,0.0088,0.0084,0.0835
Chrom6,103552071,103602071,51801035.5,34553,0.0057,0.0074,0.0076,0.0789
Chrom6,103602072,103652072,51826036,30622,0.0088,0.01,0.0108,0.0709
Chrom6,103652073,103702073,51851036.5,32932,0.0071,0.0103,0.0098,0.064
Chrom6,103702074,103752074,51876037,35480,0.0071,0.0089,0.009,0.0618
Chrom6,103752075,103802075,51901037.5,33164,0.0062,0.0085,0.0088,0.0922
Chrom6,103802076,103852076,51926038,38464,0.0071,0.0094,0.0096,0.0742
Chrom6,103852077,103902077,51951038.5,35542,0.0051,0.0085,0.0085,0.1172
Chrom6,103902078,103952078,51976039,32311,0.0069,0.0094,0.0096,0.0831
Chrom6,103952079,104002079,52001039.5,36022,0.0083,0.01,0.0105,0.0687
Chrom6,104002080,104052080,52026040,36902,0.0072,0.0092,0.0094,0.0673
Chrom6,104052081,104102081,52051040.5,33193,0.0076,0.0091,0.0089,0.0347
Chrom6,104102082,104152082,52076041,30598,0.0059,0.0074,0.0077,0.0757
Chrom6,104152083,104202083,52101041.5,33422,0.0071,0.0088,0.0097,0.1008
Chrom6,104202084,104252084,52126042,34793,0.0055,0.0073,0.007,0.0474
Chrom6,104252085,104302085,52151042.5,33458,0.0078,0.0101,0.01,0.0563
Chrom6,104302086,104352086,52176043,37599,0.0073,0.008,0.0082,0.0358
Chrom6,104352087,104402087,52201043.5,36037,0.0075,0.0075,0.0078,0.0234
Chrom6,104402088,104452088,52226044,38011,0.0052,0.0066,0.0068,0.0737
Chrom6,104452089,104502089,52251044.5,24281,0.0062,0.0082,0.0081,0.0574
Chrom6,104502090,104552090,52276045,35734,0.0063,0.0075,0.0079,0.0677
Chrom6,104552091,104602091,52301045.5,36932,0.0072,0.0087,0.0089,0.0526
Chrom6,104602092,104652092,52326046,33124,0.007,0.0103,0.0101,0.0772
Chrom6,104652093,104702093,52351046.5,35276,0.0065,0.0083,0.008,0.0442
Chrom6,104702094,104752094,52376047,28293,0.0061,0.0105,0.0098,0.0862
Chrom6,104752095,104802095,52401047.5,36184,0.0063,0.0083,0.0086,0.0826
Chrom6,104802096,104852096,52426048,35947,0.0081,0.0091,0.0097,0.0617
Chrom6,104852097,104902097,52451048.5,38716,0.0061,0.0092,0.0091,0.0895
Chrom6,104902098,104952098,52476049,36264,0.0083,0.0106,0.0102,0.0368
Chrom6,104952099,105002099,52501049.5,38109,0.0058,0.0093,0.0088,0.0815
Chrom6,105002100,105052100,52526050,34015,0.0056,0.0083,0.0084,0.0983
Chrom6,105052101,105102101,52551050.5,37371,0.005,0.0078,0.0077,0.0982
Chrom6,105102102,105152102,52576051,37196,0.0064,0.0084,0.0084,0.0592
Chrom6,105152103,105202103,52601051.5,33383,0.007,0.01,0.0094,0.0544
Chrom6,105202104,105252104,52626052,33229,0.0072,0.0088,0.0088,0.0512
Chrom6,105252105,105302105,52651052.5,23146,0.0062,0.01,0.0103,0.124
Chrom6,105302106,105352106,52676053,27207,0.0084,0.0103,0.0102,0.0438
Chrom6,105352107,105402107,52701053.5,26076,0.0065,0.0074,0.0074,0.0317
Chrom6,105402108,105452108,52726054,34645,0.0049,0.0072,0.0067,0.0555
Chrom6,105452109,105502109,52751054.5,38691,0.0054,0.0077,0.0078,0.0913
Chrom6,105502110,105552110,52776055,37340,0.0037,0.0053,0.0061,0.1514
Chrom6,105552111,105602111,52801055.5,28119,0.0069,0.0084,0.0088,0.0706
Chrom6,105602112,105652112,52826056,34523,0.0068,0.0081,0.0081,0.0447
Chrom6,105652113,105702113,52851056.5,30195,0.0049,0.0082,0.0084,0.1265
Chrom6,105702114,105752114,52876057,32048,0.0065,0.008,0.008,0.0508
Chrom6,105752115,105802115,52901057.5,38027,0.0043,0.0061,0.0057,0.0447
Chrom6,105802116,105852116,52926058,31859,0.007,0.008,0.009,0.0936
Chrom6,105852117,105902117,52951058.5,33039,0.0055,0.0062,0.0064,0.0456
Chrom6,105902118,105952118,52976059,37329,0.0061,0.008,0.0077,0.0479
Chrom6,105952119,106002119,53001059.5,37519,0.0066,0.0077,0.0079,0.049
Chrom6,106002120,106052120,53026060,40503,0.0064,0.0079,0.0077,0.0346
Chrom6,106052121,106102121,53051060.5,39556,0.0062,0.0084,0.0087,0.0893
Chrom6,106102122,106152122,53076061,39630,0.0063,0.0072,0.0072,0.0351
Chrom6,106152123,106202123,53101061.5,36126,0.0073,0.0084,0.0082,0.0241
Chrom6,106202124,106252124,53126062,28560,0.0064,0.008,0.0081,0.0602
Chrom6,106252125,106302125,53151062.5,29800,0.0058,0.0087,0.0096,0.1468
Chrom6,106302126,106352126,53176063,34016,0.0054,0.0068,0.0069,0.0587
Chrom6,106352127,106402127,53201063.5,38700,0.0046,0.0063,0.006,0.0501
Chrom6,106402128,106452128,53226064,30828,0.0055,0.0072,0.007,0.053
Chrom6,106452129,106502129,53251064.5,30078,0.0045,0.0071,0.0068,0.0828
Chrom6,106502130,106552130,53276065,36609,0.0042,0.0057,0.0063,0.1237
Chrom6,106552131,106602131,53301065.5,35337,0.0044,0.0073,0.0073,0.1116
Chrom6,106602132,106652132,53326066,34350,0.0044,0.0074,0.0072,0.1033
Chrom6,106652133,106702133,53351066.5,33919,0.0059,0.0078,0.0074,0.0383
Chrom6,106702134,106752134,53376067,35964,0.006,0.0089,0.009,0.0971
Chrom6,106752135,106802135,53401067.5,34644,0.0067,0.0089,0.0088,0.0594
Chrom6,106802136,106852136,53426068,37678,0.0062,0.009,0.0093,0.1019
Chrom6,106852137,106902137,53451068.5,35148,0.0057,0.0075,0.009,0.1545
Chrom6,106902138,106952138,53476069,37286,0.0044,0.0067,0.0068,0.1022
Chrom6,106952139,107002139,53501069.5,35784,0.0073,0.0081,0.0084,0.0455
Chrom6,107002140,107052140,53526070,34598,0.0067,0.0069,0.008,0.0851
Chrom6,107052141,107102141,53551070.5,36806,0.0057,0.0073,0.0077,0.0855
Chrom6,107102142,107152142,53576071,32533,0.0045,0.0069,0.0067,0.0837
Chrom6,107152143,107202143,53601071.5,33220,0.0075,0.0082,0.009,0.0711
Chrom6,107202144,107252144,53626072,35748,0.0046,0.007,0.0066,0.0656
Chrom6,107252145,107302145,53651072.5,32561,0.0068,0.0081,0.0083,0.0539
Chrom6,107302146,107352146,53676073,28335,0.0056,0.0076,0.0076,0.0706
Chrom6,107352147,107402147,53701073.5,38125,0.0043,0.0056,0.0055,0.0454
Chrom6,107402148,107452148,53726074,39148,0.0059,0.0068,0.0067,0.0276
Chrom6,107452149,107502149,53751074.5,39449,0.0059,0.0064,0.0067,0.05
Chrom6,107502150,107552150,53776075,38464,0.0045,0.0038,0.0044,0.0356
Chrom6,107552151,107602151,53801075.5,39867,0.0066,0.007,0.0074,0.0406
Chrom6,107602152,107652152,53826076,37195,0.0063,0.0079,0.0079,0.0531
Chrom6,107652153,107702153,53851076.5,36748,0.0056,0.008,0.0082,0.0974
Chrom6,107702154,107752154,53876077,33460,0.0071,0.009,0.0091,0.0616
Chrom6,107752155,107802155,53901077.5,34024,0.0052,0.0079,0.0077,0.0815
Chrom6,107802156,107852156,53926078,31358,0.0071,0.0077,0.0081,0.0456
Chrom6,107852157,107902157,53951078.5,31344,0.0086,0.0097,0.0096,0.028
Chrom6,107902158,107952158,53976079,35230,0.0071,0.0084,0.0084,0.0407
Chrom6,107952159,108002159,54001079.5,27590,0.0077,0.0088,0.0092,0.0545
Chrom6,108002160,108052160,54026080,10603,0.0078,0.0091,0.0086,0.0089
Chrom6,108052161,108102161,54051080.5,31313,0.0053,0.0063,0.0063,0.0383
Chrom6,108102162,108152162,54076081,40971,0.0073,0.0092,0.0092,0.053
Chrom6,108152163,108202163,54101081.5,28867,0.0061,0.0087,0.0083,0.0589
Chrom6,108202164,108252164,54126082,33201,0.0061,0.0074,0.0079,0.0804
Chrom6,108252165,108302165,54151082.5,36685,0.0065,0.0072,0.0079,0.0737
Chrom6,108302166,108352166,54176083,38030,0.0058,0.007,0.0073,0.0661
Chrom6,108352167,108402167,54201083.5,27488,0.0063,0.0066,0.0082,0.1208
Chrom6,108402168,108452168,54226084,29983,0.0101,0.0116,0.0126,0.075
Chrom6,108452169,108502169,54251084.5,35225,0.0067,0.0076,0.0083,0.0749
Chrom6,108502170,108552170,54276085,34034,0.0075,0.0075,0.0088,0.0822
Chrom6,108552171,108602171,54301085.5,38699,0.0056,0.0077,0.0075,0.0665
Chrom6,108602172,108652172,54326086,38371,0.0049,0.0072,0.0072,0.091
Chrom6,108652173,108702173,54351086.5,39295,0.0047,0.0059,0.006,0.0648
Chrom6,108702174,108752174,54376087,37816,0.0048,0.0085,0.0083,0.1138
Chrom6,108752175,108802175,54401087.5,39547,0.0053,0.0078,0.0073,0.0549
Chrom6,108802176,108852176,54426088,35659,0.0058,0.007,0.0075,0.0858
Chrom6,108852177,108902177,54451088.5,37123,0.0075,0.0092,0.009,0.0366
Chrom6,108902178,108952178,54476089,31839,0.0058,0.0066,0.0071,0.07
Chrom6,108952179,109002179,54501089.5,38013,0.0055,0.0073,0.0071,0.0543
Chrom6,109002180,109052180,54526090,42349,0.0051,0.0056,0.0062,0.0737
Chrom6,109052181,109102181,54551090.5,38202,0.0031,0.004,0.0042,0.0864
Chrom6,109102182,109152182,54576091,35458,0.0037,0.0057,0.0061,0.1282
Chrom6,109152183,109202183,54601091.5,32560,0.0054,0.0054,0.0063,0.0786
Chrom6,109202184,109252184,54626092,34823,0.0055,0.0058,0.0066,0.0787
Chrom6,109252185,109302185,54651092.5,24727,0.0064,0.0074,0.0075,0.0446
add,109302186,109352186,54676093,NA,NA,NA,NA,NA
add,109352187,109402187,54701093.5,NA,NA,NA,NA,NA
add,109402188,109452188,54726094,NA,NA,NA,NA,NA
add,109452189,109502189,54751094.5,NA,NA,NA,NA,NA
add,109502190,109552190,54776095,NA,NA,NA,NA,NA
add,109552191,109602191,54801095.5,NA,NA,NA,NA,NA
add,109602192,109652192,54826096,NA,NA,NA,NA,NA
add,109652193,109702193,54851096.5,NA,NA,NA,NA,NA
add,109702194,109752194,54876097,NA,NA,NA,NA,NA
add,109752195,109802195,54901097.5,NA,NA,NA,NA,NA
add,109802196,109852196,54926098,NA,NA,NA,NA,NA
add,109852197,109902197,54951098.5,NA,NA,NA,NA,NA
add,109902198,109952198,54976099,NA,NA,NA,NA,NA
add,109952199,110002199,55001099.5,NA,NA,NA,NA,NA
add,110002200,110052200,55026100,NA,NA,NA,NA,NA
add,110052201,110102201,55051100.5,NA,NA,NA,NA,NA
add,110102202,110152202,55076101,NA,NA,NA,NA,NA
add,110152203,110202203,55101101.5,NA,NA,NA,NA,NA
add,110202204,110252204,55126102,NA,NA,NA,NA,NA
add,110252205,110302205,55151102.5,NA,NA,NA,NA,NA
add,110302206,110352206,55176103,NA,NA,NA,NA,NA
add,110352207,110402207,55201103.5,NA,NA,NA,NA,NA
add,110402208,110452208,55226104,NA,NA,NA,NA,NA
add,110452209,110502209,55251104.5,NA,NA,NA,NA,NA
add,110502210,110552210,55276105,NA,NA,NA,NA,NA
add,110552211,110602211,55301105.5,NA,NA,NA,NA,NA
add,110602212,110652212,55326106,NA,NA,NA,NA,NA
add,110652213,110702213,55351106.5,NA,NA,NA,NA,NA
add,110702214,110752214,55376107,NA,NA,NA,NA,NA
add,110752215,110802215,55401107.5,NA,NA,NA,NA,NA
add,110802216,110852216,55426108,NA,NA,NA,NA,NA
add,110852217,110902217,55451108.5,NA,NA,NA,NA,NA
add,110902218,110952218,55476109,NA,NA,NA,NA,NA
add,110952219,111002219,55501109.5,NA,NA,NA,NA,NA
add,111002220,111052220,55526110,NA,NA,NA,NA,NA
add,111052221,111102221,55551110.5,NA,NA,NA,NA,NA
add,111102222,111152222,55576111,NA,NA,NA,NA,NA
add,111152223,111202223,55601111.5,NA,NA,NA,NA,NA
add,111202224,111252224,55626112,NA,NA,NA,NA,NA
add,111252225,111302225,55651112.5,NA,NA,NA,NA,NA
add,111302226,111352226,55676113,NA,NA,NA,NA,NA
add,111352227,111402227,55701113.5,NA,NA,NA,NA,NA
add,111402228,111452228,55726114,NA,NA,NA,NA,NA
add,111452229,111502229,55751114.5,NA,NA,NA,NA,NA
add,111502230,111552230,55776115,NA,NA,NA,NA,NA
add,111552231,111602231,55801115.5,NA,NA,NA,NA,NA
add,111602232,111652232,55826116,NA,NA,NA,NA,NA
add,111652233,111702233,55851116.5,NA,NA,NA,NA,NA
add,111702234,111752234,55876117,NA,NA,NA,NA,NA
add,111752235,111802235,55901117.5,NA,NA,NA,NA,NA
add,111802236,111852236,55926118,NA,NA,NA,NA,NA
add,111852237,111902237,55951118.5,NA,NA,NA,NA,NA
add,111902238,111952238,55976119,NA,NA,NA,NA,NA
add,111952239,112002239,56001119.5,NA,NA,NA,NA,NA
add,112002240,112052240,56026120,NA,NA,NA,NA,NA
add,112052241,112102241,56051120.5,NA,NA,NA,NA,NA
add,112102242,112152242,56076121,NA,NA,NA,NA,NA
add,112152243,112202243,56101121.5,NA,NA,NA,NA,NA
add,112202244,112252244,56126122,NA,NA,NA,NA,NA
add,112252245,112302245,56151122.5,NA,NA,NA,NA,NA
add,112302246,112352246,56176123,NA,NA,NA,NA,NA
add,112352247,112402247,56201123.5,NA,NA,NA,NA,NA
add,112402248,112452248,56226124,NA,NA,NA,NA,NA
add,112452249,112502249,56251124.5,NA,NA,NA,NA,NA
add,112502250,112552250,56276125,NA,NA,NA,NA,NA
add,112552251,112602251,56301125.5,NA,NA,NA,NA,NA
add,112602252,112652252,56326126,NA,NA,NA,NA,NA
add,112652253,112702253,56351126.5,NA,NA,NA,NA,NA
add,112702254,112752254,56376127,NA,NA,NA,NA,NA
add,112752255,112802255,56401127.5,NA,NA,NA,NA,NA
add,112802256,112852256,56426128,NA,NA,NA,NA,NA
add,112852257,112902257,56451128.5,NA,NA,NA,NA,NA
add,112902258,112952258,56476129,NA,NA,NA,NA,NA
add,112952259,113002259,56501129.5,NA,NA,NA,NA,NA
add,113002260,113052260,56526130,NA,NA,NA,NA,NA
add,113052261,113102261,56551130.5,NA,NA,NA,NA,NA
add,113102262,113152262,56576131,NA,NA,NA,NA,NA
add,113152263,113202263,56601131.5,NA,NA,NA,NA,NA
add,113202264,113252264,56626132,NA,NA,NA,NA,NA
add,113252265,113302265,56651132.5,NA,NA,NA,NA,NA
Chrom7,113302266,113352266,56676133,29873,0.0068,0.0076,0.0074,0.0125
Chrom7,113352267,113402267,56701133.5,38336,0.0055,0.0064,0.0068,0.07
Chrom7,113402268,113452268,56726134,35724,0.003,0.0028,0.0035,0.0913
Chrom7,113452269,113502269,56751134.5,38920,0.0069,0.0077,0.0074,0.0095
Chrom7,113502270,113552270,56776135,30213,0.005,0.0056,0.006,0.0599
Chrom7,113552271,113602271,56801135.5,35362,0.006,0.0079,0.0075,0.037
Chrom7,113602272,113652272,56826136,40079,0.006,0.0073,0.0074,0.0535
Chrom7,113652273,113702273,56851136.5,35367,0.0052,0.0054,0.0058,0.05
Chrom7,113702274,113752274,56876137,30127,0.0063,0.0067,0.0068,0.0227
Chrom7,113752275,113802275,56901137.5,40868,0.0059,0.0056,0.0061,0.0333
Chrom7,113802276,113852276,56926138,38784,0.0048,0.007,0.0072,0.0994
Chrom7,113852277,113902277,56951138.5,36377,0.0055,0.0085,0.0087,0.1092
Chrom7,113902278,113952278,56976139,37319,0.0059,0.0077,0.0074,0.0464
Chrom7,113952279,114002279,57001139.5,37044,0.0078,0.0089,0.0095,0.0662
Chrom7,114002280,114052280,57026140,37395,0.008,0.0092,0.0091,0.0289
Chrom7,114052281,114102281,57051140.5,34336,0.0057,0.0063,0.0066,0.049
Chrom7,114102282,114152282,57076141,37791,0.0038,0.006,0.0059,0.101
Chrom7,114152283,114202283,57101141.5,37339,0.0068,0.0073,0.0077,0.0457
Chrom7,114202284,114252284,57126142,37778,0.0076,0.008,0.0086,0.0483
Chrom7,114252285,114302285,57151142.5,39183,0.007,0.0077,0.008,0.0413
Chrom7,114302286,114352286,57176143,39057,0.0057,0.0078,0.0079,0.0806
Chrom7,114352287,114402287,57201143.5,39167,0.0065,0.0076,0.0078,0.0488
Chrom7,114402288,114452288,57226144,36114,0.0044,0.0057,0.0053,0.0207
Chrom7,114452289,114502289,57251144.5,38519,0.0076,0.0084,0.009,0.0639
Chrom7,114502290,114552290,57276145,40261,0.0043,0.0062,0.0063,0.0953
Chrom7,114552291,114602291,57301145.5,36956,0.0068,0.008,0.0083,0.0616
Chrom7,114602292,114652292,57326146,38042,0.0047,0.0067,0.0065,0.0655
Chrom7,114652293,114702293,57351146.5,32043,0.0046,0.0073,0.007,0.0853
Chrom7,114702294,114752294,57376147,38532,0.0036,0.0082,0.0079,0.1535
Chrom7,114752295,114802295,57401147.5,36195,0.0072,0.0094,0.0095,0.0681
Chrom7,114802296,114852296,57426148,36162,0.0061,0.0076,0.0077,0.0641
Chrom7,114852297,114902297,57451148.5,34733,0.0065,0.0078,0.008,0.053
Chrom7,114902298,114952298,57476149,32842,0.0053,0.0068,0.0065,0.0353
Chrom7,114952299,115002299,57501149.5,37363,0.0063,0.0089,0.0084,0.0524
Chrom7,115002300,115052300,57526150,33278,0.0069,0.0087,0.0086,0.0479
Chrom7,115052301,115102301,57551150.5,35103,0.006,0.0077,0.0077,0.06
Chrom7,115102302,115152302,57576151,35812,0.0065,0.0072,0.0076,0.0557
Chrom7,115152303,115202303,57601151.5,33969,0.0058,0.0076,0.0074,0.0509
Chrom7,115202304,115252304,57626152,36901,0.006,0.0069,0.0072,0.0587
Chrom7,115252305,115302305,57651152.5,36958,0.0051,0.0077,0.0076,0.0899
Chrom7,115302306,115352306,57676153,39232,0.0074,0.0088,0.0092,0.0607
Chrom7,115352307,115402307,57701153.5,38579,0.0058,0.0083,0.0083,0.0855
Chrom7,115402308,115452308,57726154,34313,0.0084,0.0105,0.0101,0.031
Chrom7,115452309,115502309,57751154.5,36466,0.0064,0.0084,0.0079,0.0331
Chrom7,115502310,115552310,57776155,34084,0.0065,0.0085,0.0091,0.099
Chrom7,115552311,115602311,57801155.5,39874,0.0047,0.0067,0.0066,0.0762
Chrom7,115602312,115652312,57826156,40965,0.0055,0.0075,0.0076,0.0811
Chrom7,115652313,115702313,57851156.5,37590,0.0048,0.0069,0.0072,0.1048
Chrom7,115702314,115752314,57876157,36012,0.0061,0.0077,0.0084,0.1002
Chrom7,115752315,115802315,57901157.5,35991,0.0064,0.008,0.0081,0.0548
Chrom7,115802316,115852316,57926158,33383,0.005,0.0074,0.0067,0.046
Chrom7,115852317,115902317,57951158.5,36090,0.0075,0.0079,0.0086,0.0549
Chrom7,115902318,115952318,57976159,36126,0.0058,0.008,0.0078,0.0607
Chrom7,115952319,116002319,58001159.5,37217,0.0085,0.0114,0.0107,0.0377
Chrom7,116002320,116052320,58026160,36947,0.0071,0.0093,0.0093,0.0604
Chrom7,116052321,116102321,58051160.5,32696,0.0052,0.0071,0.0067,0.0452
Chrom7,116102322,116152322,58076161,38458,0.0072,0.0096,0.0094,0.0578
Chrom7,116152323,116202323,58101161.5,38483,0.0061,0.0075,0.0076,0.0547
Chrom7,116202324,116252324,58126162,36608,0.007,0.0082,0.0082,0.0369
Chrom7,116252325,116302325,58151162.5,38072,0.0071,0.0081,0.0084,0.0502
Chrom7,116302326,116352326,58176163,37213,0.006,0.0078,0.0078,0.0612
Chrom7,116352327,116402327,58201163.5,35420,0.0063,0.0077,0.0075,0.0355
Chrom7,116402328,116452328,58226164,32894,0.0057,0.008,0.0083,0.0958
Chrom7,116452329,116502329,58251164.5,32089,0.0047,0.0081,0.0074,0.0765
Chrom7,116502330,116552330,58276165,40811,0.0051,0.0092,0.0086,0.097
Chrom7,116552331,116602331,58301165.5,30973,0.0049,0.0072,0.0068,0.0613
Chrom7,116602332,116652332,58326166,38774,0.0055,0.0072,0.007,0.0499
Chrom7,116652333,116702333,58351166.5,41690,0.0047,0.0052,0.0055,0.0474
Chrom7,116702334,116752334,58376167,38803,0.0065,0.0069,0.0072,0.0398
Chrom7,116752335,116802335,58401167.5,33133,0.0046,0.0065,0.0062,0.0578
Chrom7,116802336,116852336,58426168,35707,0.0036,0.0056,0.0056,0.1016
Chrom7,116852337,116902337,58451168.5,38394,0.0042,0.0061,0.0063,0.0973
Chrom7,116902338,116952338,58476169,37729,0.0042,0.0055,0.0052,0.0394
Chrom7,116952339,117002339,58501169.5,38425,0.0049,0.0068,0.0067,0.0726
Chrom7,117002340,117052340,58526170,37944,0.0082,0.0098,0.0099,0.05
Chrom7,117052341,117102341,58551170.5,37420,0.0064,0.0074,0.0073,0.0311
Chrom7,117102342,117152342,58576171,36064,0.0063,0.0082,0.0077,0.0336
Chrom7,117152343,117202343,58601171.5,38858,0.0063,0.0076,0.0078,0.0547
Chrom7,117202344,117252344,58626172,36276,0.0081,0.0085,0.0089,0.038
Chrom7,117252345,117302345,58651172.5,37811,0.0061,0.007,0.0071,0.0396
Chrom7,117302346,117352346,58676173,40127,0.0056,0.0084,0.0077,0.0491
Chrom7,117352347,117402347,58701173.5,35546,0.0036,0.0062,0.0066,0.1579
Chrom7,117402348,117452348,58726174,39759,0.004,0.0074,0.0073,0.127
Chrom7,117452349,117502349,58751174.5,36288,0.0054,0.0067,0.0067,0.0522
Chrom7,117502350,117552350,58776175,39520,0.0053,0.008,0.0075,0.0597
Chrom7,117552351,117602351,58801175.5,38865,0.0053,0.0074,0.0071,0.0541
Chrom7,117602352,117652352,58826176,35803,0.008,0.0092,0.0094,0.0465
Chrom7,117652353,117702353,58851176.5,32577,0.0058,0.0086,0.008,0.0576
